Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
884642288b89d5c578b0c22e9489230c,6' parachute with handles and carry bag,1.0,22.06,Kaplan Early Learning Company
52516cbd55d59ad2ea355954ae011529,how do dinosaurs eat their food? jane yolen,1.0,7.29,AKJ Education
f8ba219628ffa311d394f6d7851e80d2,amazonbasics balance ball with hand pump - 55 cm,6.0,9.96,Amazon Business
98544a54acde3bc440794924a64d4c1f,pp359 - place value: quick shot! arcade game - single license cd-rom,1.0,19.99,Lakeshore Learning Materials
3f6b13759f46b7f60a2c2fd09eb2b3a4,ll131bu - paper tray lids - blue,1.0,2.99,Lakeshore Learning Materials
988fba2355ce96b54ffa4c03b291ff2a,400 pieces 4 holes mixed color resin round buttons craft buttons favorite findings basic buttons assorted sizes for sewing fasteners scrapbooking and diy craft,1.0,6.99,Amazon Business
8c052bf69bdb28b9a6006211e5b264b4,"norwood commercial furniture nor-1101ac-so plastic stack stools, 17.75"" height, 11.75"" width, 11.75"" length, assorted colors (pack of 5)",1.0,53.82,Amazon Business
eb6a7a9706dad411c1f37fcc31f61861,"gowrite! dry erase self-adhesive roll, 24""x20', white (ar2420)",1.0,22.33,Amazon Business
9ef87316b519cb6aecd3c7fe4a49b868,"paper mate inkjoy gel retractable pen, 0.7mm, ink, pack of 14, assorted (1951636)",1.0,16.95,Amazon Business
f3dbfb323417bdf69e8fe39bd489553c,divergent movie tie-in edition (divergent series),1.0,11.42,Amazon Business
9a7c54d74ba3279e8fe9266a443ff195,within reach: my everest story (nonfiction),1.0,7.19,Amazon Business
a3ae18e713d9f6bbdb6b74ff8995261f,sluggers' car wash dollars and cents,1.0,4.37,AKJ Education
f3ed23cbe9bb7a6e9a8b2e8a3578b947,"aurora world miyoni snowy owl 11"" plush",1.0,10.8,Amazon Business
473bcb77e43523f76b61d75f3c7232a6,what if you had animal hair?,1.0,3.99,Amazon Business
f6e49c3bd7c61fa26becd9abcda9633d,03013-0020-masterson air-tight paint cup pack - pkg of 20,7.0,3.19,Blick Art Materials
34e2a5640ad6ccac832276a3f70da473,"skill sharpeners spell & write, grade 4",1.0,9.99,Amazon Business
1bff307c7ce57314fb8ff8b8013b1367,ta9 - newsprint easel paper - 18&amp;#34; x 24&#34;,1.0,16.5,Lakeshore Learning Materials
4b9181825fd2dd32edebb2f8942c3978,i'm a manatee: (book & cd),1.0,8.8,Amazon Business
335c15d88865e7cd9e707e6639d8d423,tuesdays with morrie,1.0,10.21,AKJ Education
0c2cca3876819160fc41225528a72ff7,"item max premium dry erase erasers, magnetic whiteboard eraser - 2"" x 2"" - 12 pack. for dry board pens and markers. perfect for kids, classroom, school, teachers, office and home, great incentive gift",2.0,9.87,Amazon Business
d2ca5cb7b2ff2f59df048d07ada4ffa2,colored pencils class pack,1.0,46.71,Kaplan Early Learning Company
f0e25e5ce8175cf36c75c34355fbdb4b,pp659 - stem journal - k-gr. 1 - each,6.0,3.29,Lakeshore Learning Materials
d59200ae59d3d308c0be189e068f0985,kit mechanical sci inclined planes,2.0,34.16,Frey Scientific
27a5b61f066105b6317e7e853c9ecf25,little red riding hood jess stockham (illustrator),1.0,6.56,AKJ Education
10c1827c2c950a5774376561d99fede7,nate the great goes undercover,1.0,3.57,Amazon Business
ea17490b53b0d2c454e60bcdc402c51b,bunnicula: a rabbit-tale of mystery,25.0,5.1,AKJ Education
ec3cdfa348ec2d763f9f6812a4692784,texas instruments - ti-84+ ce graphing calculator - black,10.0,142.17,Best Buy Education
67492d5c977366305884a47e1ea83b5c,reef of death,2.0,1.95,AKJ Education
34c35054cccc2eed9f12c82afed62429,dd932 - informational text magnetic teaching charts,1.0,19.99,Lakeshore Learning Materials
e5c4ba4dbbb03a7615f7208887919875,nightjohn,1.0,5.1,AKJ Education
958b635053add88674c8d9e38b9926de,10 lb rubber hex dumbbell pair,3.0,24.0,
10b593dfc8136e5e818bd3d2a27ba40b,play-doh mega pack - 36 cans,5.0,24.99,Amazon Business
21c27f877a565f23969c9602c774b962,snakehead (alex rider adventure),1.0,8.09,Amazon Business
eb0aa9f6eaf1be52a856fa8c4948b189,"dixon ticonderoga my first tri-write triangular #2 pencils, primary size, wood-cased, black writing, 36-count (13082)",4.0,10.65,Amazon Business
2b3978560d9c409cd87c423abbe83d35,cucisina lemon squeezer / lime juicer / citrus press - commercial grade aluminum (red),2.0,7.95,Amazon Business
505e2fec5c27769ea396b9e80403b73b,corsair air series af120 led quiet edition high airflow fan twin pack - blue,1.0,20.9,Amazon Business
8ea6413b408908d4e51706145a33ebdd,sight word space station educational board game,1.0,19.99,Amazon Business
06e6d7aa7cb921d1cb1195fbc22555b9,blankets,1.0,20.36,Amazon Business
83907576fba561af027f7acaa91f39a8,the chocolate touch,1.0,5.99,Amazon Business
b1d8a10770f61b1767734de3a6d485ef,magnets schkidule entire gallery 2x2 set of 110,1.0,37.13,School Specialty
7c7c1020ee4a45b04f7ef1f1f5775808,pete the cat: snow daze (my first i can read),1.0,3.99,Amazon Business
b2be5bb3ddc9aeb8878a43be78d880e5,let's go for a drive! (an elephant and piggie book),1.0,7.31,Amazon Business
9a618a9baed099a903c367f1242205cc,hp chromebook 11 g4 - 11.6' - celeron n2840 - chrome os - 2 gb ram - 16 gb ssd,2.0,151.09,Best Buy Education
c4877bcfe9a7a15121fb9e63596c61f1,hp - 15.6'laptop - intel pentium - 4gb memory - 750gb hard drive - black licorice,1.0,329.99,Best Buy Education
fdd7c532f4055f37cafc1e280900196e,the birdy snatchers: a branches book (kung pow chicken #3),1.0,2.74,Amazon Business
e3435b4bf3beb5c12799d67b8f2a6b38,brother - tn310c high-yield toner cartridge - cyan,1.0,52.71,Best Buy Education
b5c99ad8b8387ef38646f0e13a1f237e,p.s. i still love you,1.0,10.58,Amazon Business
b34b292f03d9bd2e784935bdf7a6272b,lady pancake & sir french toast,1.0,6.99,Amazon Business
c4c64a432c94af3d5addb33ba63b8a35,the 50 states: activity book: maps of the 50 states of the usa,1.0,6.16,Amazon Business
a43a607e0cb3860f1ccae830075d11bd,"little pea amy krouse rosenthal, jen corace (illustrator)",1.0,10.94,AKJ Education
4fa001666330dd5512e4363772241bd3,aa309 - level h book bin - gr. 1 - library 1,1.0,39.99,Lakeshore Learning Materials
ff44d77c2bb87d3a4cfb9e17a7c37b81,hh482 - panda village block set,1.0,49.99,Lakeshore Learning Materials
9267db733c2f117c16a157d0bfae11b9,poster butterflies of the world lam 24x36'',1.0,10.28,Frey Scientific
3fcc07a047552d4be657c16f3aec1b1b,escape from mr. lemoncello''s library,2.0,5.1,AKJ Education
c59de7d4a8270aea039fb458696803fb,ll729 - level r nonfiction book bin - gr. 4,1.0,40.99,Lakeshore Learning Materials
425e1191333d06746c75cd49bd509a22,"bluedot trading adult sports pinnies high quality scrimmage training vests (12-pack), yellow",1.0,31.49,Amazon Business
9a2e188709ef61436d6d14a00994e9e0,"stackable school chair w/ chrome legs size: 16"", glides options: ball glide, colors: burgundy (by)",12.0,23.99,Teachers' School Supply
d4137f5f2c34c6cc5a758014d5ba7bc5,"welch's mixed fruit snacks, 66 pouches/box",1.0,30.39,Staples Advantage
c0df9fbab7d6201b0101d380cb53c164,"formalin pig, 14",25.0,18.9,Carolina Biological Supply Company
2a8c15af2ac4814399abfacbc30f1dea,zombie baseball beatdown,1.0,17.0,Amazon Business
5c69398f03683d07afe5ee6994ba05eb,plastic bins 6 pack assorted colors,1.0,35.03,AKJ Education
01ac4e4facb6ed549d1d671358d89fc5,the great seal of the united states (american symbols),1.0,8.05,Amazon Business
70900015c5e5a27795418168dfc8a32c,happy birthday to you! (pop-up) dr. seuss,1.0,5.1,AKJ Education
0b4fe21c51109da798c7d37e01958ecb,playing cards - fitdeck yoga set,1.0,14.26,School Specialty
548424325a3cf6951b5844288f67657c,"febreze air freshener linen & sky, 8.8 oz., 2 count",1.0,5.99,Staples Advantage
ec12e795d033733630a2198456827dbb,curl up/yoga mat set - assorted colors - 6-set,2.0,128.86,School Specialty
a4425831340eb7c38e95c82e7610c422,"post-it® notes, original pad, 3 inches x 3 inches, assorted neon colors, value pack, 24 pads per pack (total 2400)",1.0,17.76,Amazon Business
18aaf2391d223a9da4f2afab7f71d3f0,tt854 - division tower of math game,2.0,24.99,Lakeshore Learning Materials
d942aef9450154656c28e584db8a87ef,"sargent art 55-3225 200-count large crayon, best buy assortment",1.0,26.08,Amazon Business
1ed056c37f00fe63747574add05e859d,the baby-sitters club graphix #1-4 box set: full-color edition,1.0,32.29,Amazon Business
0343e5eda200bd78dc83b756620d37d1,andrew lost #1: on the dog,1.0,2.91,AKJ Education
d22b4fba7ba414996fbd3fc9dbc4d7b4,10 prize-winning toon graphics for middle grade,1.0,126.66,AKJ Education
03da6d88131a1cc0153cdb9ef0f19645,pens gel frixion fine .7mm assorted set of 8,12.0,17.85,School Specialty
3ea364b904fca00a1db7a940dc549e6d,chair ball 35cm sit n gym - transparent w/stars,30.0,18.04,School Specialty
c0fda5985002b3d958929cf8aff382c7,ttyl (internet girl),1.0,1.0,AKJ Education
e315d5b3855dd9b5f2e2833d1a254609,kt1100 - basic skills practice ring,1.0,7.99,Lakeshore Learning Materials
be8575bffaa5cd532dcd31efade9337b,hh787 - magnetic numbers,1.0,39.99,Lakeshore Learning Materials
ccb40773c53bf01e2939fad2258bdcae,"kleenex facial tissues family size, 210 count (pack of 18)",1.0,35.22,Amazon Business
b106e28381f262cf4db0ec9f1abba499,"rosie revere, engineer",1.0,9.46,Amazon Business
b893912d0699335fde16c132ca0e337f,scotch mounting products reusable tabs,2.0,3.86,Quill.com
e085728700cf7966e839763694ad5500,"lego 10697 building large box creator xxl, 1500 pieces",1.0,81.97,Amazon Business
822be866f25802dc7ee62b2c7261bb06,the invisible boy,1.0,11.25,Amazon Business
52b28fdccc86fb6fe85c756e86d7ea59,"white paper water cups, 3 oz., 100/pack",4.0,6.62,Amazon Business
afa3297fe75a40626235796c8e470e79,the phantom tollbooth jr. showkit,1.0,645.0,
5ae14504d5646bdc0f0fe60b57d554d6,osmo gaming system for ipad,1.0,76.99,Amazon Business
9048066dfb819dc45846dba12d32304b,"air stability wobble cushion, purple, 35cm/14in diameter, balance disc, pump included",2.0,15.3,Amazon Business
1f52f3f6f749b1bb21453650fbafbef2,jj665 - portable cd player,1.0,79.99,Lakeshore Learning Materials
19f4472d39c7685ac4896f2af0e2819b,corpsmaster marching bass mallets,1.0,25.49,Woodwind and Brasswind
552a8ecb24bac765c083a653cc71fc69,gakuen alice volume 4 (v. 4),1.0,7.07,Amazon Business
dc92c6bb05d485c620b9792bf44d6738,12 original mini clocks,1.0,16.11,Kaplan Early Learning Company
05cf2fd612350d1447c450d1be0f8abb,c major diatonic scale set (upper octave) boomwhackers tuned percussion tubes,1.0,19.99,Woodwind and Brasswind
f5ce93393c2f9e646a2df9341074eb9b,girls' marled stripe pom beanie - c9 champion® blue one size,1.0,9.99,
f94a1226851f8bd3ae611d13ba4624ec,"haas-jordan pro-line umbrella, burnt orange",1.0,22.39,Amazon Business
71177825c90433c2abc2768db5734b17,the crossover,2.0,11.62,AKJ Education
d4c570d12fd93e44a4c161189a065fde,bd522 - subtraction power pen quiz cards,1.0,9.99,Lakeshore Learning Materials
ebec57aa30ec1e0cf5cc30da4ff548ed,nerds: book three: the cheerleaders of doom,1.0,5.99,Amazon Business
f5a88d86f667455fd676fc87ef3bc4eb,the war of 1812 (major u.s. historical wars),1.0,10.95,Amazon Business
5da95551b853e71add5f1c52758c9eaf,speed stacks - green,3.0,19.15,Nasco
93cfeed8306612879552a56d4c2f71ea,fitness gear power band kit - no color,1.0,17.99,DICK'S Sporting Goods
000951d143397b05ee87f091db2f0913,"welch's mixed fruit snacks, 66 pouches/box",1.0,23.79,Quill.com
792605efd691fe5cebe2f0df096dd45e,"sony headphones,original stereo over-ear headphones headset for iphone,ipod,ipad,pc,laptop,tablet,smartphone,mp3 player (black)",2.0,19.99,Amazon Business
ae5ffe053ee1b604bb05f82aca22a04e,ra807 - plastic coins,1.0,29.99,Lakeshore Learning Materials
08348aff20e26d76d351fc154ba20a43,who was ulysses s. grant?,1.0,5.99,Amazon Business
ece504457cb793e056f7494e09435b04,the pirate of kindergarten (richard jackson books (atheneum hardcover)),1.0,13.27,Amazon Business
a8357f44f081fbf7df330043fcffa404,la952 - a place for everyone classroom carpet for 30,1.0,479.0,Lakeshore Learning Materials
13e9ea8accbf554965c001117f09147b,"eragon (inheritance, book 1)",1.0,9.48,Amazon Business
45691b9f330a9d0165f15bcc53b02f42,"dremel pla 3d printer filament, 1.75 mm diameter, 0.5 kg spool weight, red",1.0,29.97,Amazon Business
d01919096d7171a6eb16a35a46f290b9,logitech stereo headset h110 - headset,5.0,14.27,Best Buy Education
3a7e97163230dd2b8f68508caefb0386,hh462 - beginning operations folder game library,1.0,34.99,Lakeshore Learning Materials
296874db0d2418b9f5e3e3127f32abe7,"remo 50 series tu-0512-09 26 x 12"" pre-tuned tubano, tropical leaf",4.0,135.7,
8fe938321cfb4d1259b7385fa5182d1e,a game of thrones: the graphic novel: volume one,1.0,16.59,Amazon Business
50519b147eb8f7007df9d109d1c06624,37496d amaco velvet underglaze class pack - 2-oz. jars,1.0,48.95,Nasco
462e0f5f7d1876fddbbfeef9a6c0472f,"blue sky 2017-2018 academic year teachers plan book, twin-wire bound, stripe cover, 8.5"" x 11""",1.0,14.8,Amazon Business
7f8bed90733384ef187a84e0b857671c,apple® - macbook air® (latest model) - 13.3'display - intel core i5 - 4gb memory - 128gb flash storage,1.0,947.42,Best Buy Education
b7639e1987e2f7b4579c0658d77a0635,color paddle set (set of 12),1.0,6.76,Kaplan Early Learning Company
3fb13b94ce265d57a48a1b8dc1b7de82,easyacc 2nd gen. 10000mah power bank brilliant external battery pack (2.4a smart output) portable charger for iphone samsung htc smartphones tablets - black and gray,1.0,19.99,Amazon Business
523260c94a4f04bc1b50db1bbaf9c7b5,the black pearl scott o''dell,1.0,5.1,AKJ Education
443143021e2d1c58a84d5759951e754c,dd373 - star bulletin board accents,1.0,4.99,Lakeshore Learning Materials
71a341c749a192d80589607872c6ad6e,light table,1.0,335.71,Kaplan Early Learning Company
83a28e8eb94fd9414d5e498fa1bd51b4,"i survived the san francisco earthquake, 1906 (i survived #5)",1.0,3.92,Amazon Business
4e0dd43fbef8002d2a96a7b9282066bd,volcanoes,1.0,3.59,Amazon Business
a240d6c2c876e07bdbad84ca9d5006e0,"foamnasium shredded foam soft play pillow, small, red/blue",1.0,33.49,Amazon Business
9f9645b19ccf591a19fe7ab2f920c1cc,tt155x - stem science stations - complete set,1.0,109.0,Lakeshore Learning Materials
3ea225574be9917456797d4236439174,ll527 - light table learning materials,1.0,49.99,Lakeshore Learning Materials
9381245dcb0c1a98f9d6da8172e3ec1d,rr793 - magnetic tub o&#8217; letters,1.0,39.99,Lakeshore Learning Materials
f38858b0d6ee5452ceed27559e6662d8,vivosun 5-pack 30 gallons heavy duty thickened nonwoven fabric pots grow bags with strap handles tan,1.0,34.95,Amazon Business
41ff0e682a910d952fb6e5d3d9bb4703,rolodex black mesh desk accessories pencil and pen cup holder,1.0,13.59,Quill.com
6b3c1ff55fb31e497901f8ffe823b2db,"kodak ink cartridge, 10b (1163641), black",5.0,12.99,Staples Advantage
3a3732c5e5818e22e9fdd6b2c3c0ef73,line up,1.0,5.17,AKJ Education
3b7e2dbd84831f91bf51cbe7de41365b,the crossover,4.0,9.85,Amazon Business
b5ad33a8956da57738655b7dc2b8433a,"stages learning materials language builder,  picture nouns card set 2, 350/pkg",2.0,77.34,Quill.com
b36afeea61fd11b669bea3b02031ef35,"dozen assorted 3.5"" bean bags for games",3.0,10.04,Amazon Business
54d4c531d8ec1858f5d0c73d08e065a2,la371 - classroom clay & dough designer kit,1.0,49.99,Lakeshore Learning Materials
37be2a18fbfffc552aab1c0478a363f4,bj2580 - wiggly eyes,1.0,3.99,Lakeshore Learning Materials
f45c9cbd282c48d0cb36914c451a0e77,you are the placebo: making your mind matter,1.0,19.86,Amazon Business
36233e3393ee7c8fa9c510d1967b0559,"asus x551mav 15.6"" laptop intel celeron 2.16ghz 4gb ram 500gb hdd dvd±rw/cd-rw win 8.1 hdmi",1.0,259.99,Amazon Business
5f259c589986c56a944adcffe9721c9f,ce326 - classroom cd/cassette player with bluetooth&#174;,1.0,129.0,Lakeshore Learning Materials
534e7b0d4173c42db004ef24fffe500d,makerbot academy - 3d printing bundle,1.0,2000.0,MakerBot
55d1a5bd3ceaa0a5e8be2e9ed8b76d3b,"scholastic news, grade 4 + science spin (min. 10 subscriptions per order) - 24 issues of scholastic news and 8 issues of science spin / min. 10 subscriptions / grade 4",10.0,5.48,Scholastic Classroom Magazines
389eb442323928f83897288654a64aa2,littlebits electronics deluxe kit,3.0,184.19,Amazon Business
43c7e3671dd23f647bded798bc05ee3b,vinyl bean bag - red,1.0,50.96,Kaplan Early Learning Company
a19fd3d1c3232fa104d2dbe0ae9c2a34,purple lap tray,1.0,23.67,Amazon Business
be80271449f453fd1988316ab047db8b,"00711-5018-blickrylic student acrylics - primary blue, half gallon",1.0,13.05,Blick Art Materials
557fd5f651a2016c9682d4611618e9f8,el libro de los americanos desconocidos (spanish edition),1.0,13.31,Amazon Business
ba24a4cb46077d5a5a2dda79426be0ce,rr388 - classroom clay & dough designer kit,1.0,49.99,Lakeshore Learning Materials
d40acc4b645ac2639873460a28d2a186,"3m whiteboard eraser for whiteboards, 2-pack",1.0,8.19,Amazon Business
aa75cbb9f25723031e67d725d04074fa,split,1.0,8.99,Amazon Business
d231011fae469f7412b0a4fb2e211d38,dixon pencil/no 2 box12       zz,5.0,2.26,Blick Art Materials
bd0dd24a338539aef1e0b4377eb46959,"60999-0012 - mosaic stone cement - 20 lb, outdoor",5.0,20.75,Blick Art Materials
c99e2c5574ba1df2ef053c3d4aac8a86,big nate what could possibly go wrong?,1.0,7.29,AKJ Education
7da114accc8078dcc971539853d68053,"duracell alkaline ""aaa"" batteries 1.5v, 24-pack",2.0,19.79,Quill.com
9b66e7a907ed3840398519b89a0fbb25,inside the criminal mind: revised and updated edition,1.0,13.42,Amazon Business
5a53daf7467ca669140b202a3ee4f8e0,standard drum key,5.0,2.49,Woodwind and Brasswind
45b2cae152004240ea842618dd93eef8,the noodley's flashing led light gloves - adult size - extra batteries,10.0,13.95,Amazon Business
2aa6d569eac862aa4dd77ea7ed631d52,write & wipe 5pk place value,1.0,19.99,Teachers' School Supply
9a66d6672fcf6a85722d09c32fe09e96,insignia? - 8'- tablet - 16gb,1.0,60.97,Best Buy Education
eaf837a7983fae7572c6e63313f676dd,lego creator 31026 bike shop and café,1.0,108.98,Amazon Business
3326301df12bad5f052a2ba7771b9f0c,the luck uglies,1.0,5.1,AKJ Education
718e25ef45d7a626dffceb41b78c7a90,"apache 100 pack of 5 mil letter size (9 x 11.5"") crystal clear universal thermal laminating pouches",3.0,13.96,Amazon Business
576c5ad037da497dc3404b6d19855c54,"acc u rate cms 500d generation 2 fingertip pulse oximeter oximetry blood oxygen saturation monitor with silicon cover, batteries and lanyard (jet black)",1.0,22.99,Amazon Business
668d86167e89b308d886f92906cf54b2,guinness world records 2014,1.0,24.18,Amazon Business
c59f7a772ac8b39a7899b435804a996d,monkey fractions card game to introduce fraction skills stem toy math manipulative gift for kids 6 years and up,1.0,11.89,Amazon Business
a4ddb2ed8601c8c87e483a8300eb1735,ff280x - best-buy listening center,1.0,99.5,Lakeshore Learning Materials
7530b55051c0ef1659547a202914ca8e,just ducks! (read and wonder),2.0,6.29,Amazon Business
2217d041b45764bd2ad17b9879217508,fold and go trampoline,1.0,80.71,Kaplan Early Learning Company
ec76a96868976606b0818a0d8d8ed681,lc405rg - flex-space comfy floor seat - orange,1.0,49.99,Lakeshore Learning Materials
d402ba5276124ff26719b2bb8c012f34,set keva maple plank  200 pcs,1.0,85.19,School Specialty
b698983a2df26d99a9d6e588cf453f06,bamboo people,5.0,6.53,AKJ Education
bbbd25bccac68289a2700a65d1e4ecf1,little red riding hood,2.0,2.91,AKJ Education
862ab511a17d48b3600457a05363eaba,ball tennis wilson extra duty championship pack of 3,7.0,4.18,School Specialty
6971df5537020d86195ea22e18f85ec3,the siege of macindaw: book six (ranger's apprentice),1.0,8.44,Amazon Business
be23f443cde8c18abc56b91af2fa8bb6,pp181 - giant classroom timer,1.0,39.99,Lakeshore Learning Materials
49af314fe5b58b6dff1ecb031ab3b1ec,limostudio-photography photo portrait studio 600w day light umbrella continuous lighting kit,1.0,54.5,Amazon Business
361ffdc6891509bcdf6f52bc655d2ae2,amazon - kindle fire with 8gb memory,1.0,159.99,Best Buy Education
75dc4ec0ebbf0b68e7409d568222d6ba,wetlands (true books: ecosystems),1.0,6.95,Amazon Business
5ccb3439597cfc41b55deb777dfdad9c,samsung - 11.6'chromebook 2 - intel celeron - 2gb memory - 16gb flash memory - metallic silver,2.0,249.0,Best Buy Education
4abb65c902482598d7c5bf31747529c5,emmy and the incredible shrinking rat,8.0,5.83,AKJ Education
0b87daaf2e97cc51876d3851f3182154,if you were a homonym or a homophone (word fun),1.0,7.15,Amazon Business
c518f49905d19660f182e4ad49a146b3,apple� - smart cover for apple ipad� mini and ipad mini with retina display - red,3.0,35.99,Best Buy Education
78fc55794291c319fd0e4d3e32de4f16,canford card/terra cota 8.5x11 pk10,1.0,8.42,Blick Art Materials
42af23ad2e899d27ee5929495152663e,crayola 50ct long colored pencils (68-4050),1.0,6.97,Amazon Business
a3783199f834c11b026739fa21ff9fd6,the getaway (diary of a wimpy kid book 12),1.0,8.46,Amazon Business
66918b6311d3af21e9d1dea972bc33d3,reading a-z subscription,1.0,199.94,
ffa4e3ad27dce502975da2027919dd2a,a baby lobster grows up katie marsico,1.0,5.07,AKJ Education
c7837bcd3ca98903923350824dfe6bbe,american educational hardness collection with test kit,2.0,15.0,Amazon Business
ebf13c83fe4e112d05c77cb53f602c68,the twits: a set of plays a set of plays,1.0,4.37,AKJ Education
466a3601d1ab5cd4c55316854cce3eda,why mosquitoes buzz in people's ears: a west african tale,1.0,7.19,Amazon Business
60de0b3a7fee4cc4a018cb4096294c13,curious george goes to the hospital,1.0,7.99,AKJ Education
be7a992a2ce30412c39cf3e5633e7149,science worksheets don't grow dendrites: 20 instructional strategies that engage the brain,1.0,12.49,Amazon Business
e775e8fed78e87db7f1b8269dd3e6e3b,disconnect,1.0,7.26,AKJ Education
ee28806b86d9955d7cd67e2a7be4f380,br302rd - backpatter&#8217;s seat - red,2.0,49.99,Lakeshore Learning Materials
e3eeb42120d7f4e4a189658d8d7b3193,bk190x - science stories big book set,1.0,125.0,Lakeshore Learning Materials
f04a37b476dd4e5bb8502aa96983a727,"sterilite 16929006 storage crate, black, 6-pack",1.0,32.02,Amazon Business
b50b7c8e23f83ad2f1c69e4dac36557c,option class - cs activity table adjustable height option,1.0,0.0,School Specialty
c38fce22388c5824009739a8554daac2,desert plants,1.0,15.16,AKJ Education
b006332e4c2954922fff376fcdf293e6,pp413 - fractions discovery can - level 1 - gr. 4-5,1.0,19.99,Lakeshore Learning Materials
18881808c7d5e99bb167257cde60bbd0,family math night kit,1.0,295.0,
dfd5ae83982bf89326ef206545c25eac,pp455 - daily comprehension common core practice journal - gr. 4-5 - each,2.0,3.99,Lakeshore Learning Materials
6e72eef9f377bfcc55f1494165118089,belkin rockstar multi headphone splitter (blue),1.0,10.17,Amazon Business
c6920e688abdfbcd1f9772015e4be079,colorimeterï¿½,4.0,115.99,Sargent-Welch
208892af2c863b8328566b26eb818102,macgregor count up/down clock,1.0,170.5,Amazon Business
a8a1ecf7f824198264d268276bb40e91,brother - tn431bk toner cartridge - black,1.0,71.25,Best Buy Education
e361658602f73c1b0d8be0ce14c7794c,ee987 - readers&#8217; theater script box - gr. 1-2,1.0,39.99,Lakeshore Learning Materials
de88d5140b0c608b14b9d291c61cd559,freedom writers,1.0,11.67,Amazon Business
615cb00639080863c8e760d66b0c6910,hde 50 ft. high-speed 480mbps usb 2.0 type a male to a female extension cable w/ active repeater (50 ft),1.0,19.99,Amazon Business
224100d2e9676e40e3f9e7fd6b6e6bc6,"crystalware, plastic stirrer, sip stirrer, for coffee and cocktail, 5 inches, 1000/box, black",1.0,5.16,Amazon Business
673cd8b96c19c3d8b2e5b992b0ea8d88,aa103 - pastel giant washable color ink pads - 5-color set,1.0,27.99,Lakeshore Learning Materials
e8313ff90df50b01f280d473264371fa,standard shipping,1.0,0.0,Blick Art Materials
431a2e27517e690e8cad7b10bea5c129,mosaic butterfly feeder class kit,2.0,38.24,Blick Art Materials
955b40b749d48a73b7514aad1dfe45ba,"bic round stic xtra life, count of 96, blue",1.0,13.6,Amazon Business
deb8ea1cf227aabb83e9f2e45dcdec41,chair fit chair,2.0,85.19,School Specialty
d1c3b2788b1c8cadf00bfe499b488c1a,storm is coming!,1.0,6.99,Amazon Business
789430117adc40b72f9d1c6c655105b8,biscuit wants to play (my first i can read),1.0,2.49,Amazon Business
03a8b9220cde19a6cbc1bea233a7f4b6,tt593 - math reasoning challenge activity kit - gr. 3,1.0,49.99,Lakeshore Learning Materials
1537014f31d33cef0b209a4050ad0185,stacking track supports,1.0,12.12,Amazon Business
b0247256ebebf3b139a8ed3eefc2d910,melissa & doug magnetic number maze,1.0,16.78,Amazon Business
e663f2ae92b64a2d28a68c144ee0ea7c,"chromacryl students'' acrylics - yellow oxide, 16 oz bottle",1.0,7.75,Blick Art Materials
6de536c74d1876e3595e0f8e630883e7,brainpop jr.,1.0,145.0,AKJ Education
d85ab4cc0474a03d423c02e9d327f424,spaghetti in a hot dog bun: having the courage to be who you are,1.0,7.34,Amazon Business
69cc4ef947a0ef03903cbf72c786ebe1,"epson 252xl/252 black high-yield and standard cyan, magenta and yellow ink cartridge, multi-pack",1.0,60.83,Quill.com
b2bdc4948e1bb54ae87c7e1ac9dd3a33,teen titans on the clock,1.0,10.94,AKJ Education
c70d81ea1a6712957f5245d462bead95,"kid size sticky yoga mat 1/8""x60"" thick 14 colors sgs approved non-toxic no phthalates or latex by bean productstm - black",9.0,16.75,Amazon Business
19d56b9c288b1dc55d38ba2d4b310662,chibitronics circuit stickers class set,3.0,102.37,Carolina Biological Supply Company
3d6627e5d8bac4a72abd61213b0ada9d,poco divo 6-ft play tunnel kids tent children pop-up toy tube,1.0,14.99,Amazon Business
16efaf2406e07292cc652a8cf719e236,"viewsonic pjd7820hd full hd 1080p 3d-ready projector with hdmi, dual vga, composite and s-video",2.0,649.99,Amazon Business
320eceab85c51a0e3d2245608cca4265,steelcase eno accy kit,1.0,208.89,CDW-G
be97fab97793d3019d6dcad5b5611f70,"teacher created resources think like a scientist mini bulletin board, multi color (4867)",1.0,10.99,Amazon Business
83c22593523a8ebbac4ca09db9ee49f8,rain forests (research guide),1.0,4.37,AKJ Education
2a0d1f9a2e1dc45ccc3468694fdd0ee0,the 39-story treehouse (the treehouse books),4.0,4.52,Amazon Business
c15f64be54eecf9729636152392ae964,dk readers l1: star wars: tatooine adventures,1.0,3.99,Amazon Business
df45b5f3a1e984ff6be18b03b4d19bf7,pp454 - daily comprehension common core practice journal - gr. 3-4 - each,1.0,3.99,Lakeshore Learning Materials
616036200d472df1cd1f1bddb5a14015,avid education 8 position listening center and boombox   headphones,1.0,271.56,CDW-G
2969be856de95c5dde308e7611c671a7,hiltex® 00417 4-inch metal spring clamps with pvc coated handle and tips | 4-piece set,4.0,4.99,Amazon Business
0673a21b14beb077b10c9f82eed9f801,what magnets can do allan fowler,1.0,3.61,AKJ Education
e9735cca4f7aefe40910a24bd9c807df,african elephants (blastoff! readers: animal safari),3.0,14.36,Amazon Business
891c8bdf6871b5fb648455c968d6851b,book buddy bags,10.0,7.4,School Specialty
