Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
0bcd0960ebdc85a8ecda6b038b753254,Dallas,Texas,No,752
ad479c1240d3e6943f187318df974e27,Dubach,Louisiana,No,712
0105ef59c5b02ffe85eb9d4a2ddc3c30,Ashland,Ohio,No,448
98076acdf47a14243d399204d1ca8c43,Las Vegas,Nevada,No,891
0628aaf2bc1e44acaa4b1460c04d73fe,Northbrook,Illinois,No,600
cbd0edca64bfac5a8d1c99d59f6b29f2,Santa Ana,California,No,927
a3d5ab5b2af9b64878c863a93bfd4a01,Weymouth,Massachusetts,Yes,021
1bb118cfb582d16b1d2c61d9f3b549bf,Jamaica Plain,Massachusetts,No,021
fa35a4fe2ae7786519cdfb6c25342204,,other,No,
696b40ee5fafb3a44886c347137b39a4,Milwaukee,Wisconsin,No,532
9c8569c98c26e8475f92201f6101671c,Summit,New Jersey,No,079
4343a90b0c9733e81a0cdd239c6fe49e,High Point,North Carolina,No,272
1c6a15423c30585cf54eb8a9afd18e7d,Manchester,New Hampshire,No,031
eebda059002fb6e2ab3f984464b5da77,Honolulu,Hawaii,No,968
aad6e22ff30a7fb6ec27281c272ce531,Palm Coast,Florida,No,321
cf1e3d4d4f39a2e15cde9c6b586bedd9,Chicago,Illinois,No,606
81a60bc076fa9cfbea072ac75a2a753e,Tempe,Arizona,Yes,852
3c4c7a14865f06d58bb597f3819d8325,El Paso,Texas,No,799
e5c22d8a8375bcba63214c14ef5ccf53,Florissant,Missouri,No,630
e71f178ae5ff7d514d2ab6014b8b5ac7,Ossining,New York,No,105
917bf0f7dc5b0145baa07a0c02625113,Denver,Colorado,No,802
adbdc55371552fe40f025f5445d58666,Brentwood,California,No,945
67e74446f24fcf53197565df46f52647,Brookline,Massachusetts,No,024
93b51bd8a71eb6223d0d0c795588800a,Pleasant Hill,Iowa,No,503
b1ae601fa4f4d18c018240ef1d1b4906,,New York,No,
5e5403308dffe718dfabaff61ed1d726,Farmington,Michigan,No,483
d33a86889885039e8856a4818216dab6,Portsmouth,Virginia,No,237
c6c727cbf9a68b7e17da4c3d351503a9,Garland,North Carolina,No,284
f568594893a0b4da767d622dcab54511,South Amboy,New Jersey,No,088
e80b98bbc7d9cc809a0fc3cbaf2164e8,Boulder,Colorado,No,803
bda16ce7cafba18c1ae0991ab0e5fbde,Pasadena,California,No,911
cff101d6de02885d5940bb3a411fa6f6,Atascadero,California,No,934
545cf7ed7d044f204a6656a4473ec794,Hialeah,Florida,No,330
86f9f1cfc528c5dc96c90459fbba7793,,Maryland,No,
aba9e0ad2dec197e443d8b55867b0a91,Jacksonville,Florida,No,322
37f731eb259107c7b69e553ace1bf90b,Las Vegas,Nevada,No,891
78f4b94e9714356c6e6e849abfce1dca,,other,Yes,
65accb497a9e7c9b0516e2dc794fa996,Santa Rosa,California,No,954
2aa80d40036f3476ab5cdd58e2d9ee62,Sun Valley,California,No,913
5889dedfd4b4fe1ad41132f62aec2ce9,,Hawaii,No,
8510555cd5ba75c9fed27482853be9d7,Bossier City,Louisiana,No,711
ea26b6f1b04c56f1c0675ee65bb240f4,Manning,South Carolina,No,291
b94997174646d4cd5a1e8bbe73147802,,California,No,945
419970e2d6cb76c4274c757e10197939,Boston,Massachusetts,No,022
c60ddfc3f828f87f42bae34de3c3d652,Augusta,Georgia,No,309
9e6ef9af23a3dd232dc3ae7f39bf9988,Forest Hills,New York,No,113
969c3547953d1a9cb96f59578fd6913c,Tacoma,Washington,No,984
80256b51693bde0ce5b18e7665325283,Chicago,Illinois,Yes,606
4174d83aef1dcde778a0a4b3ddd7b001,Houston,Texas,No,770
d9d8c1d0fba25a01998bc9cad9e9c0fa,Carlsbad,California,No,920
2f42aec2ef230c5914a60b1aabf80889,Ocheyedan,California,No,513
18296f9ea2a306742b5208a34e2be15c,Venice,California,No,902
586341ec8201f718203eda71ef63c0e1,Hyrum,other,Yes,843
4080405fc9b443f8f947e1e0cc9a9d83,Frisco,Texas,No,750
28e1a1ec49a5553bc84d436c35bb5685,Orange,Virginia,No,229
07041159b45e3b08471a34e890b94b80,Los Angeles,California,No,900
6f5f6c9e09eb3d4a3c704a656a7f514f,Brooklyn,New York,No,112
54c1943c6a357d2fc5d6fd65618af020,Waterville,Ohio,Yes,435
6c8125559aaa8b6ba73c1b787dcb052e,Mamaroneck,New York,No,105
9865701c91031982217592b2887221a9,Canoga Park,California,No,913
1e05a1d0cf2ef3b819fead3ac34d214e,Fayetteville,Washington,No,283
4d4eecc2683d4f47cce01982b9950268,Bray,Oklahoma,No,730
8ff859d2701d3b1e867a8ab9629ef519,San Francisco,California,No,941
c0ab38807e16f27bb71f1959b53621b1,Napa,California,No,945
e0772abb7970d11ccadd3ebdd330a986,Racine,Wisconsin,No,534
23d133bad96994dcd35da02e796acaac,Grandville,Michigan,No,494
043da799f9937d1f099987864ad0cb05,Saint George,Utah,No,847
66bff3540ca92445bf28d8a74f9cde02,Pineville,North Carolina,No,281
8271f1db4f53cca4df24e72960a98f62,Castro Valley,California,Yes,945
2ae802a3aaa9d625b9a71d433f865fef,Austin,Texas,No,787
e8df11c2c045475dc756b03e4e82c314,Social Circle,Georgia,No,300
a7d0afd9b7db9c9ff5b7fcff9cefb14a,Somerville,Massachusetts,No,021
334c7d0af82121b05af2be2f98795312,,Arizona,Yes,851
3861f703e0e572888a18d1a35aa1312f,,other,No,
f5460a72269f7078beb1490a2ae9538f,Holyoke,Massachusetts,No,010
693fc6755351abfb138c0907d9d73346,Los Angeles,California,No,900
182b1b321902ccb41ce7f245c5544bc4,Sarver,Pennsylvania,No,160
01f97648d23c4dc7a01e2a48cbd6bd12,Colorado Springs,Colorado,No,809
26f0be457a4e512623d24d5cd7141b08,Memphis,Tennessee,No,381
c2c1837da8d819f27726b6e8f3bb6b3f,Zionsville,Indiana,No,460
6ef07be88f5e53ad7fdfb434eb6ffff9,,California,No,
93d15c2269027de41c13c42ed737ba2f,Rohnert Park,California,No,949
fbd95cc3cc81ab3a24590822f9b1bfc9,W Hartford,Connecticut,No,061
ad3fa71743d6cdb5b8d746829a360573,Charlotte,North Carolina,No,282
4c5d962d93350651c963ece020efec2c,Havelock,North Carolina,No,285
e8a82a61afb8c89ddae7d4478b71ba85,Santa Monica,California,No,904
900d819d20640b005d35c9e93350e739,Reading,Massachusetts,No,018
01532d6b62d5397d994af7802a0de91e,Emeryville,California,No,946
faf28126a8de676d79776c0550325981,,other,No,
d7d6ce8e3390a21f9a21b24c0be9e95c,Albuquerque,New Mexico,Yes,871
7fdc3a38fe4fa16646f781a1c766b375,Bradenton,Florida,No,342
4c303e9b98c4312d5fd2e1f6d2bc7405,Pickerington,Ohio,No,431
d4dc1545250f2f8500c6dcfcb9e29cf7,Philadelphia,Pennsylvania,No,191
0835f18727ce0554692ad6fa3b816058,Park City,Utah,No,840
7d736c83b6c75adef54f53b9683965ba,Morris,Illinois,No,604
2f4dc4c8c57a9101c5719858d20cf4a0,Chelsea,Massachusetts,No,021
5160bed2d651c61d68c25e7435de230f,Park Ridge,Illinois,No,600
ef6983aba984b08155901cbab981fcb3,Savannah,Georgia,No,314
1bc26a1a2050c9aa2e90a771dacac196,,Utah,No,840
85de3d554c97d3581201b3643b397e12,Burke,Virginia,No,220
f6d7d517bbacd4c1fcd65b9dd58c81b2,East Brady,Pennsylvania,No,160
fa42f9aa4c6994b3a13406a3fa6ef48f,,other,No,103
8c11e597f598b5c4a963695a365b2d90,Douglas,Arizona,No,856
e24ad120f022e313411af6ff68e2c087,Houston,Texas,Yes,770
5c61c73e8636662144955782ab7ae399,Santa Ana,California,No,927
0693b42e9a037f75290484856cf24abd,,New Jersey,No,
69968c95d5bbd9582f256991a95d1ed9,Zephyrhills,Florida,No,335
d5b53e4b91114212a497f7afd1370f0b,Richmond,Virginia,No,232
e921966733ad5ccb1df4996660f86979,,New York,No,
6f12a54d851bee98325b0cc61ca91e2b,Rosemead,California,No,917
7279c84bcf9d63d526f5a6f250232589,Boonsboro,Maryland,No,217
cd0db29eb1f6ac8a4d38e45fb207ded7,Mooresville,North Carolina,No,281
f24706a631999ad6db4d3152731e17dc,Walnut Creek,California,Yes,945
0f13b8e2d7d7730a762bbe99b3a8ed3c,,other,Yes,
a8f21532982fe7e500aff22548ece90e,Wexford,Pennsylvania,No,150
5bcf4bbe4888d3f3d8c4f8a0cd5a014c,San Diego,California,Yes,921
1b477955449a3bffea0ecac39b8e3d3e,Thibodaux,Louisiana,No,703
341cc3409b0e49cf144144c499ab42ee,Kansas City,Kansas,No,661
bc8a5c90b88e2838412ab0a665a68e1a,Irvine,California,No,926
04e383aa092650d5ee74bc86b94e86f1,Madison,Wisconsin,No,537
73927000521e01e17d381f0820ac23e0,Boonville,Indiana,No,476
0dee691064ecc2f348ba5944c3a6412f,Humble,Texas,No,773
fd1c4b66855f554aed90fdc57c0dae60,Dolton,Illinois,No,604.0
3b9e28ec5283cd66ec842cfad919b19a,New York,New York,No,100
23da816c4e3a8ff400110d88e9515f96,Kent,Washington,No,980
def128e98859bd289558cc0ec2130740,Lake Havasu City,Arizona,No,864
e988df64d8b7781518624df280af25ce,,Arizona,No,
5d5047153ee21ceebbf3b1df0cadb1ff,New Haven,Connecticut,No,065
256e1576a258455a2ecc203474f2264a,Highlands,New Jersey,No,077
99ef35d75f9c3d4e291eefaca5f9f6dd,Chicago,Illinois,No,606
92cd79819cf1afda1045cde4de9c5021,Bloomington,Indiana,Yes,474
e532bbda682043b5dab7674eab2a9cad,San Leandro,California,No,945
b39e72d6cba1ef2b5f189a46b1181430,Gainesville,Florida,No,326
db51938e5bb5f923ce5c85a26613c12b,Saint Louis,Missouri,No,631
478aa557c9fe4b4917d1ce2d8c3b15de,Lindon,Utah,No,840
41173444dcb90b6f7e851404bd3443fa,Chicago,Illinois,No,606
8a5a7ee10c010c104e73d376c32b2785,San Antonio,Texas,No,782
2fd80c432334970b60bfa26fe40be213,Knoxville,Tennessee,No,379
95ec1aace64f818a5af88c80b0485453,San Francisco,California,No,941
39b828370665a6f0553e6be58c98524d,Miami,Florida,No,331
69d28af632d2f879963ac1012a8087a4,Tenafly,New Jersey,No,076
a4e139bda52d2a003083ab3603e6d7dd,Chico,California,No,959
5f5f89a1ba6670953ff6675602afeb52,Pekin,Illinois,No,615
ac491883def1e46b179beaae656762ab,Renton,Washington,No,980
70a18b1cd8699e9c6affb65843f968ea,Indianapolis,Indiana,No,462
e72cfab26acd0f153a47e3d994550419,Santa Clara,California,No,950
5cdf43f7ae0e647a854ad1cc890b2da5,New York,New York,No,100
de50744b73bcb65f76109dbc2b6b5385,Birmingham,Alabama,No,352
4b91a5b6007c98ba72781ed8b6c9e2ce,,North Carolina,No,
dab29792e700b8eb5d9de226b691c72e,Bakersfield,California,No,933
b4d6e901eaa8624550c350be11567827,New York,New York,Yes,100
2e06991a17e1e5946a8dc5a1d1d29940,Dexter,Missouri,No,638
3178a55bbc3528431ed5300af88a969b,Murrieta,California,No,925
0351dce23014b0b280dcf0f9405466b0,Bradenton,Florida,No,342
22195084c0f32b3f87f464d14f01e243,South Bound Brook,New Jersey,No,088
71ecee230d32a016882269085ed49053,Phoenixville,Pennsylvania,No,194
ebc0d3eb97800a24c958621cb5833a42,Stockton,California,No,952
c7f8bef61b05d3a03718b2513a4ac561,,other,No,
fb34df3697aa8fb69fd933e2fc350125,,North Carolina,No,
2fbf1d01e8a57e9cec444cd8bef1d2cc,Fort Gratiot,Michigan,No,480
1d000acf29274de0e81fb45ca9a973c0,Chicago,Illinois,No,606
cfed643c3bb80beafbfbd4e39c0d0a48,Auburn,Alabama,No,368
10ec54bb0fc06beded41994e09a55f31,Tacoma,Washington,No,984
8883902b4686927a5665856ace14c726,Buffalo,New York,No,142
2e00596a9752c6cff359d179b184e5c5,Rocky Mount,North Carolina,No,278
20b17e2eb3c6400bcca4d84eb3a4dc1d,Portland,Oregon,No,972
0cc7ed2cb63ecc9d918ac18ec1d292f4,,other,Yes,
21d4f046658933d8abac9f56d983ef94,Dallas,Pennsylvania,No,186
79ca3eef6317f7198084f2b15b2d5cd6,Baltimore,Maryland,No,212
aa41c0cb91563fec5f42fc3d446ae33f,Brookline,Massachusetts,No,024
787ca576dc1001c8bbbb73523e8341c2,Deltona,Florida,Yes,327
9fc7b4947da3b1d4d549857a036080bb,Washington,Pennsylvania,No,153
770713e01fe7c4a014e745eab7728adc,New York,New York,No,100
bb29ce059ff345ab4bcd0a1e0b8c1c91,,Nevada,No,890
e4fc6d5128c10993602206ffe881b770,Louisville,Kentucky,Yes,402
fa88b164d6982470146d6a0d999a2a20,South Orange,New Jersey,No,070
11d201f939f67d36996e3fc18dbf5471,Roseville,California,No,956
8560538f0fe89d37cceed5f33fa8fb03,Corona,California,No,928
cfa57d8c43f8293e844edddc6a13852f,Wichita,Kansas,No,672
ef79c365a241a82801e1bed5894be23a,Exton,Pennsylvania,No,193
d109dee77ee37d27ab410828d5e1f4ac,Candler,North Carolina,Yes,287
70dd79756d412a7265589cff4d5d5b95,Alachua,Florida,No,326
1f6a2dea68c3150e6e725bab740f4813,Paynesville,Minnesota,Yes,563
025a851a830fd33b1dab7e8ecf94dc5f,Damascus,Maryland,No,208
75dc407dcbc396f94a851811449d10e9,Torrance,California,No,905
3b70ae52d755f1bcf550ba94ca0d0f9f,Pacoima,California,No,913
2827cb75a5fb61d634e94670bc6cdb6c,,other,No,
46578ee80eefd17d5c7abc3bc91cb388,Tampa,Florida,No,336
2b7146ba184c942e07d07e8b90ba3df4,,Indiana,No,
ab2f6376c8d2a777ed0f2583af4ea4ae,,other,No,
97f2425c1d0dc06bf5106f07d73a999c,Tampa,Florida,No,336
240a44ea04b00a51bd2552e6e13eafba,New York,New York,No,100
5f9d95fc44aa3768ad47e2a40aae1651,Mamaroneck,New York,No,105
5b5b246369e7228b718b8f9502ccc6c8,Niagara Falls,New York,No,143
dbd0cb0521c5fb22d1f7abfa50078289,Marina Del Rey,California,No,902
62fb0c7685317ca1c8cad1473acdceb6,Oakland,California,No,946
cb33f9810d921a1b8175c4895a85658f,Murfreesboro,Tennessee,No,371
2d9145c4d18fb6b3de0a9328d5b200b8,Wellsville,Utah,No,843
f2a426f5f3293c16c83bebc7018a31d0,Midland,Texas,No,797
c64d631e907add4602b7ef04f7877a56,Youngsville,North Carolina,No,275
47c8b683514ac16b799f19986b6bb1bb,Youngsville,Louisiana,No,705
f4d169be31801db2e1c5c99308201867,Northborough,Massachusetts,No,015
5f02a52222cb6ffa9e2ed8a52cbf856c,Berea,Ohio,Yes,440
498fe864190c47647e67beb66dabb5fc,Export,Pennsylvania,No,156
5739e158c2b103444a227e33786c321c,Howell,Michigan,No,488
51485ab508b1c8ca1482640546809232,Lock Haven,Pennsylvania,No,177
818b120fccbda709da6d5cbc9df10914,Avon,Ohio,No,440
99e38ffddd32b243da2565818ca8c4ad,Des Plaines,Illinois,No,600
0c2121a106e6094553a1ab10ec560f16,Redondo Beach,California,No,902
4047763d32fdb583dbf87cc3ef61a728,New York,New York,No,100
3fb6167bf74c3241cfd20e1a1a67ec2a,,other,No,
526c15bc85acab46df17927c9980cd51,Indianapolis,Indiana,No,462
7de705d101a4909057dd1738f2bb3114,,Arizona,No,851
266ef81e179a3d6eaa6c566b0b2a4651,Colts Neck,New Jersey,No,077
a8eb8af2cd75221271bc305da38b8af0,Brookfield,Ohio,Yes,444
8a28891a3e582ed4605a0fd9317a9ea9,Baldwinsville,New York,No,130
377b6a40e3d8ffe21e220a50ce9a3723,,other,No,
3bc09eaf048ee6cf6262bfba4c9ad489,Orlando,Florida,No,328
6a921b20a7fb1e98704bc04a26b149da,Santa Barbara,California,No,931
e282be14f3b04f91ada88f29c638e27f,,other,No,
96748a9e357dfcf47579e18e3022c502,Haledon,New Jersey,No,075
b8bf3f2459d3abf8af02a31478f1272c,Palo Alto,California,No,943
79eae9d90f590d9b0aa23c674578a0c7,,other,Yes,
50ddd4e939f2f2666b0f8b5ca419b43a,Morristown,Indiana,No,461
2005508cc7a386c285be02c548f2b693,South Glastonbury,Connecticut,No,060
bd87e35d32c24ae688482e0b56580ad4,Taft,California,No,932
ce2f5482ef6df88248d13694dcec102c,Nashville,Tennessee,No,372
73e75e94005515c0acf87ca804640b26,Saint Petersburg,Florida,No,337
782c12cd3de558c013bdac9831da3f4e,Friendswood,Texas,No,775
bcdd9997d0c1f5c1323719a345c04a4d,Silver Spring,Maryland,No,209
d05dfbce6e8effa3d099162ea344ccba,Wilmington,Illinois,No,604
0ef6b8e17f547b1a4c520259a39da543,Salt Lake City,Utah,No,841
43b56f5de9e0fb8b42a07734dce99f96,Cartersville,Georgia,No,301
b90c2db6c24965ced4b70ea617473c64,Boulder,Colorado,No,803
21a9affc094ef944ce19492f106811f9,Columbia,South Carolina,No,292
821bcda0e6c99f77c7d7cbadb30b3f37,Ocean View,Delaware,No,199
75521a695c3f2289b9afa9a4dce7e663,Silver Spring,Maryland,No,209
913921e3389dbb9574e76813355398fe,Cupertino,California,No,950
8d1dff1bb652de33874bd7ce44e3700e,,Oregon,No,970
c57d5877022ba0bab74bae6309f48869,Saint Louis,Missouri,No,631
3f98064e6a6ecaae58aaead0e561afd9,,other,No,
2122a43b6f55cfc4f1ee20ecd2b95217,Redmond,Washington,No,980
cd0f80874d7943b2ea971f680f8fb44f,Rochester,New York,No,146
7b5ca6103cebb89ecc2e2f7659779c4a,Saratoga Springs,New York,No,128
a945850c09788231175951e5a4bac912,Norfolk,Virginia,No,235
24b4699dd3a862c6084ac08e229d6f6c,Boston,Massachusetts,No,021
a10d286a699bef25315e1cc5fc2ac1a8,Morrow,Georgia,No,302
934a15152d68e42aea146aff09a11fe4,,other,No,
892c41a80a632827b146ced8ae6f86af,Omaha,Nebraska,Yes,681
6ae244c555e1618d9eda3a6f99d5b99d,Oklahoma City,Oklahoma,Yes,731
c806c54fd2d0c98d9813fe7f729b4453,Buffalo,New York,No,142
93f84da67732db5772a9c187ee8fd884,Fresno,California,No,937
049dedb47f42c0cf716573a097ba265c,Dallas,Texas,No,752
9b286bc7d9d2abec30b21a4d5d8a70ae,Seattle,Washington,No,981
49d36751de347d9f3f81680601b6041e,Breaux Bridge,Louisiana,No,705
a1e8cb0f2f9bf66748b6d57c3de5cb9b,Billings,Montana,No,591
a7df4c908dcd91fdaf11165199475f2a,Antioch,Illinois,No,600
f224b1a179d8c2b1b2c60ab59c37b846,Chicago,Illinois,No,606
fd605f9a2ef65b53d78ce14a0e4aa2b8,South Jordan,Utah,No,840.0
e98abf77822ad5e99074891c12753dff,Santa Clara,California,No,950
966ae294c5e43b867224b72b1584676a,Alamo,California,No,945
fff891ef69ee1c2b425db04035a16d3a,San Francisco,California,No,941.0
5f26fe2e04c29ff01608c448408e26dd,Lamy,New Mexico,No,875
01e5e44c4efd0bc33d334eee15ad2ba2,North Royalton,Ohio,No,441
2dd6fef39193a89f27ab097994232da5,Elgin,Illinois,Yes,601
3c90e895a311c68e2f5d11e3f8d9066b,Dallas,Texas,No,752
b7cbbed00d2a4d284059920a340d27b1,Brooklyn,New York,No,112
c1360795b87c8ced017b63f2a0239eb2,Lucerne Valley,California,No,923
bc95d2b7345444256b0a9385655c76e7,Fenton,Missouri,No,630
6a0df79e77d2382e25bce2738f915726,Laguna Niguel,California,No,926
ffc4bb59b37fe2434388188064866ce4,Bailey,Michigan,No,493.0
3b1cbcf95abea48f9e3cba9272340a0c,Albany,California,No,947
4deb4a1fb70337d586dd176abd349129,Waynesville,Ohio,No,450
197d232a1c7ff990640c16354bde43fd,Eudora,Kansas,No,660
ecbdabb32109b818e82ae5c054ac16da,Greenwood,Indiana,No,461
0787dc82a5e9b3bd0a771503af22f8ba,Atlanta,Georgia,No,303
1f6f0a9cde3af18c73c542ee194c5e0d,Union City,Tennessee,No,382
d5d856318d57bd2cdf8e038698c66279,,Oregon,No,970
d25866c66d4a2b94aac37b7abf1d86c0,Rancho Santa Margarita,California,No,926
7b1ab30d700551bc0ee5207b010952b2,Simpsonville,South Carolina,Yes,296
12eda6a42b7a27b791f2c4e846811031,Indianapolis,Indiana,No,462
d667993edded205c5cb1e4e4bd5f1f8b,Bakersfield,California,Yes,933
37cdccf22c3702a31277b1fcadedf866,Elmhurst,Illinois,No,601
b358511237078a46037a5591cfb917cc,Pasadena,California,No,911
690b57d7d1b45776f9df6dc15278953c,Charlottesville,Virginia,No,229
def312ab4f58c13997e7f8bd6d797d95,Joshua,Texas,No,760
1ea4cc27363303465022f9d0d89160f5,Easley,South Carolina,No,296
3c8abaf1677aa00569a6a232015696dc,Columbus,Ohio,Yes,432
e69f0bd9278248601025cf553c60cef7,Apollo Beach,Florida,No,335
41e48a435614e88aded44dc1b92dd622,,West Virginia,No,
7c51b3538ffbdce2640a9de16d30ed47,Watertown,other,No,024
7ac1efdb58f269d0f0f3cd57fcd50ec1,Adams,Massachusetts,No,012
6afb0213ebe17fe7abf0d217ea8f8127,Minneapolis,Minnesota,No,554
d47566cb935f63c6e54ebda3294e3f09,,other,No,
5706997b726bdc42c56bcea85a90cf03,Oxnard,California,No,930
63255847a232b25bb00571c293910c5c,San Francisco,California,No,941
adaba7db30a1d8042a17ed267f0561dc,Addison,Illinois,Yes,601
0f8d2253f64013a1814884bf1d2bdbfb,New Britain,Connecticut,No,060
4bc4eda0e165d857e762ac7dd4464d36,Wheeling,West Virginia,No,260
9200fe6223a9799707147e104d79f56a,Humble,Texas,No,773
4735a8fe4199ada96ea27e58d442a53a,Iowa City,Iowa,No,522
8952d9c757b66c65dcbe5bd570645716,Allen,Texas,No,750
a18856c250610f3165abd8451dfabeb5,San Marcos,California,No,920
21f3674418ee416bc3ea12ca73d91576,Valencia,California,No,913
cba3d33a73cea69eeed8f4d4e5958046,Torrance,California,No,905
fcec795dee05c6b5891fd9561e5ab971,Miami,Florida,No,331.0
95551ae6dd436096f8aeef9642708740,Sterling Heights,Michigan,No,483
ec547552cdc29094c0907a7c6b7d2b6d,,Utah,No,840
6ffdb706f6b2b87f5852e17c66a6735d,Saint Joseph,Missouri,No,645
6343777c0b5c223bf1b2e6fa59571586,,California,No,
8525b4523940634846bdc3b9c7ccd0df,Locust Fork,Alabama,No,350
f457537eb8dcc61b2118e17be929c22b,Troy,Alabama,No,360
1146970cf90b091ac10e28ae96566517,Houston,Texas,No,770
bf023bc5943bbc99e1c343c9eca56121,,other,No,
d99a9953801eac3c3e23f33b7596172f,Brooklyn,New York,No,112
a0b4ed734f959ea648a595e6624f8095,West Roxbury,Massachusetts,Yes,021
173414aad8811d05c9e56823923d970a,Kalamazoo,Michigan,No,490
8035146ef63156867a384e20f2bcacf6,Bolton,North Carolina,No,284
8b704f419a93156f9213ffe88fed2068,Glendale,Arizona,No,853
79907bf88e50c21b0a1e84a2c03de89c,,New York,No,
600f64cb90ddedd6f4a84a56a4588286,Bellevue,Washington,No,980
7e50caa459b358e51ada33806ece726e,Bowling Green,Kentucky,Yes,421
c4d48bfca62f227b9f72f898968a5ee0,Commerce Township,Michigan,No,483
4349cc3acb336c7fa1e29d78d09a741a,Nashua,New Hampshire,No,030
68dedbf894ef8ace8a06313266d330b1,Nashua,New Hampshire,No,030
7e9ec1845adee5988e6e0485bb378834,,Texas,No,
82eaec40f7cdd2b696e67826996a5389,Los Angeles,California,No,900
c85b083ba5163fb8618de56b52cebb80,,other,No,
86fad74ef5700a871602cdf0086f88c0,Lexington,North Carolina,No,272
215ff2867750228989071049fd41fe34,Spring,Texas,Yes,773
763bac1e7d540fa6cb73f319e2c47109,,other,No,
b71d20874c3b998101e2836888207e4a,Fairport,New York,No,144
258dd107d6e91f5587e44da39e86237b,,other,Yes,
2c4280046fcaec39da5edb90434841be,,Kentucky,No,
c25d35cf69c4ef3e69eb606cdf70c212,San Francisco,California,No,941
26a361c31cfd8916eaee110ed201807f,,other,Yes,
420446fe0ded9514584c2882e9a72208,Boulder Creek,California,No,950
139bd6bb778a0579ae5e39d8de666ba5,Lincroft,New Jersey,Yes,077
d0a2f3a58bf60085345abe586cae62bc,Covington,Georgia,No,300
5f51a58a1205eac4c7ce8121fcd4e98f,Greer,South Carolina,No,296
b3ee2cea05d14988be1ba26f506a09a8,Fox River Grove,Illinois,No,600
aa07daae9831c66ba40f06812862d884,New York,New York,No,100
0bae98b7c129156ea302a098a6e4e2b7,Baltimore,Maryland,Yes,212
e7e42184d2fa2ebfbaead05c53fdbecd,,Oklahoma,No,
9a558dd75b1588800c7ecd2aff3f2953,Oklahoma City,Oklahoma,No,731
4ea341409e258e0673ae3460af4a444c,,Indiana,No,
abfcedad416b8e146ab6a0c7ad173dfa,Pittsburgh,Pennsylvania,No,152
e125ace29fb380322644ffe677f8a9d6,Santa Clarita,California,No,913
da70d17a67594f0f56ff3d03bf94aa76,York,South Carolina,No,297
abf2f3319a5fb4a747a4b5bc73df1dc0,Ann Arbor,Michigan,No,481
bac38de8b4e25621a26a73d26a654179,Stoneham,Massachusetts,No,021
9dcb1207e1915b58afac5b45d1ee4886,Arlington,Texas,No,760
cfe76b83b06e616884bf620940b23073,New York,New York,No,100
fed022142817bb7ef22238f0fddbcd78,San Ramon,California,No,945.0
0cab358f9cf5ff7a6bbbb8d1dab14cee,Holland,Michigan,No,494
83b017abacce0b2a7f38dbd7b508ffa8,Tampa,Florida,No,336
61e33bd0ab2ae60833433dc2953b38ce,Huntersville,North Carolina,No,280
c8cb8e63e273a4fd848f9de3b23ca93c,Silver Spring,Maryland,No,209
b9f70bbb4b3c506b1ab285b037730b53,Los Angeles,California,No,900
f321cc4fbd72b5a790d6d506adb14731,Los Angeles,California,No,900
0357b39a2d4c0da5ce9b6f250f24c7b9,Philadelphia,Pennsylvania,No,191
eedb1f2625c229f60f0e531ff2de5ba1,Levittown,New York,No,117
4344b475ee16a2abb14e3d3122afe54a,,other,No,
430bdc0b76d325ef3e32f9fc4828847b,Medway,Massachusetts,No,020
ca831066874a6092107522ce6352ba51,Phoenix,Arizona,Yes,850
be0365ffe352f7760113a6cc88622345,Fremont,California,No,945
2ebdaf23248c666fbbad00a9c8f2dbe8,Baton Rouge,Louisiana,No,708
1920634de7f45e7da13ffd36fd2860be,,California,No,920
5e9953c45bff96d63e45740be5a42e97,Brooklyn,New York,No,112
3405c79916755250128543b328a8380b,,other,No,
2db24b178b7483af43133269598d7d77,Woodridge,Illinois,No,605
1e59bf304dbc140571e9e6affe13a817,Winston Salem,North Carolina,No,271
35375643f28073b798ceabd615662ca6,Easley,South Carolina,No,296
cfe3a5ffe137288dd9b807109c301bfd,Long Island City,New York,No,111
29f0deb1fa47c69826f9dda477712d5f,Salt Lake City,Utah,No,841
c4c841c352654f4149230ecc0e5d5150,Beverly Hills,California,No,902
94475cd9c7095d2a5685fbf726040465,Ledgewood,New Jersey,No,078
9467717deb5026d4f9970d8cf2f39d34,Hudson,Massachusetts,No,017
0b62eb4eb63bb9abb2e54528a4d513c9,,other,No,
1c42f2718d5ed65378a0d91f5c2635e7,Salt Lake City,Utah,Yes,841
8a3eb77eb770dc6a4aa66d6385d4a5f5,Little Neck,New York,No,113
a50e0a751b69a8bbe26bddd944a169ba,Henderson,Nevada,No,890
3fe9188034eb69f494bb9bd3acb7d04e,Ada,Oklahoma,No,748
e3f7b745ee7dbfe7b53c4d684762aeec,,Utah,No,840
913733d1408426441409570fde42e64f,Houston,Texas,No,770
535babc1c7c0c7a48e6602f86833d3db,Shelbyville,Indiana,No,461
cf153cbeaef131a59c8c77783dc5469f,Hebron,Connecticut,No,062
343ae3c9e46f0038fe8b93d650ddf565,Fremont,California,No,945
0590c31c0cb1c99bb38f5ab2812005ec,Detroit,Michigan,No,482
0b1a60d097be25439248eb534ecca715,Rochester,New York,No,146
2a6663d1e237c295f5b2ed44b8bc8b71,Waldo,Arkansas,No,717
